dens densp densn dense densv mup mun mue muv nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.419 0.127261 0.291739 0.127261 0.0403391 1217.3 1317.58 301.52 201.241 355.304 442.9 189.734 0.79794 0.924744 -0.0135075 465.416 428.257 37.1586 129.905 117.519 12.3862 12.6708 0.284652 0.134348 465.416 428.257 37.1586 22.7407
0.42 0.127572 0.292428 0.127572 0.040428 1219.33 1319.72 301.76 201.38 355.247 442.97 189.238 0.798469 0.926961 -0.0134798 466.837 429.558 37.2791 130.838 118.412 12.4263 12.7116 0.285269 0.134731 466.837 429.558 37.2791 22.77
0.421 0.127883 0.293117 0.127883 0.040517 1221.38 1321.86 302 201.519 355.193 443.043 188.744 0.798994 0.929178 -0.0134522 468.262 430.862 37.3996 131.774 119.308 12.4665 12.7524 0.285885 0.135115 468.262 430.862 37.3996 22.7992
0.422 0.128194 0.293806 0.128194 0.040606 1223.42 1324 302.24 201.657 355.14 443.117 188.254 0.799516 0.931395 -0.0134246 469.688 432.168 37.5203 132.713 120.206 12.5067 12.7932 0.286502 0.135498 469.688 432.168 37.5203 22.8284
0.423 0.128505 0.294495 0.128505 0.0406951 1225.46 1326.14 302.479 201.796 355.09 443.193 187.767 0.800035 0.933612 -0.0133972 471.117 433.476 37.641 133.655 121.108 12.547 12.8341 0.287119 0.135881 471.117 433.476 37.641 22.8574
0.424 0.128816 0.295184 0.128816 0.0407843 1227.51 1328.29 302.717 201.934 355.042 443.27 187.283 0.80055 0.935829 -0.0133699 472.547 434.786 37.7618 134.6 122.012 12.5872 12.875 0.287736 0.136264 472.547 434.786 37.7618 22.8863
0.425 0.129127 0.295873 0.129127 0.0408735 1229.56 1330.44 302.955 202.073 354.996 443.349 186.803 0.801062 0.938045 -0.0133428 473.98 436.098 37.8827 135.547 122.92 12.6275 12.9159 0.288353 0.136647 473.98 436.098 37.8827 22.9151
0.426 0.129437 0.296563 0.129437 0.0409627 1231.61 1332.59 303.193 202.211 354.951 443.43 186.325 0.801571 0.940262 -0.0133157 475.416 437.412 38.0037 136.498 123.83 12.6679 12.9568 0.288971 0.137029 475.416 437.412 38.0037 22.9438
0.427 0.129748 0.297252 0.129748 0.041052 1233.66 1334.74 303.43 202.349 354.909 443.512 185.85 0.802077 0.942479 -0.0132887 476.853 438.729 38.1248 137.451 124.743 12.7082 12.9978 0.289588 0.137412 476.853 438.729 38.1248 22.9725
0.428 0.130059 0.297941 0.130059 0.0411414 1235.71 1336.89 303.667 202.487 354.869 443.596 185.378 0.802579 0.944696 -0.0132618 478.293 440.047 38.246 138.407 125.658 12.7486 13.0388 0.290206 0.137794 478.293 440.047 38.246 23.001
0.429 0.130369 0.298631 0.130369 0.0412308 1237.77 1339.05 303.904 202.626 354.831 443.681 184.909 0.803079 0.946913 -0.0132351 479.735 441.368 38.3672 139.366 126.577 12.789 13.0798 0.290825 0.138175 479.735 441.368 38.3672 23.0294
0.43 0.13068 0.29932 0.13068 0.0413203 1239.83 1341.2 304.14 202.764 354.794 443.768 184.443 0.803575 0.94913 -0.0132084 481.179 442.691 38.4885 140.328 127.498 12.8295 13.1209 0.291443 0.138557 481.179 442.691 38.4885 23.0577
0.431 0.13099 0.30001 0.13099 0.0414098 1241.89 1343.36 304.376 202.902 354.76 443.856 183.98 0.804068 0.951346 -0.0131818 482.626 444.016 38.61 141.292 128.422 12.8699 13.162 0.292062 0.138938 482.626 444.016 38.61 23.0859
0.432 0.131301 0.300699 0.131301 0.0414994 1243.95 1345.52 304.611 203.04 354.727 443.946 183.519 0.804559 0.953563 -0.0131554 484.075 445.343 38.7315 142.26 129.349 12.9104 13.2031 0.292681 0.139319 484.075 445.343 38.7315 23.114
0.433 0.131611 0.301389 0.131611 0.041589 1246.01 1347.68 304.846 203.178 354.697 444.037 183.062 0.805046 0.95578 -0.013129 485.526 446.672 38.8531 143.23 130.279 12.951 13.2443 0.2933 0.1397 485.526 446.672 38.8531 23.1421
0.434 0.131921 0.302079 0.131921 0.0416787 1248.07 1349.84 305.081 203.315 354.668 444.13 182.607 0.80553 0.957997 -0.0131028 486.979 448.004 38.9748 144.203 131.212 12.9915 13.2854 0.293919 0.140081 486.979 448.004 38.9748 23.17
0.435 0.132232 0.302768 0.132232 0.0417684 1250.14 1352 305.315 203.453 354.641 444.224 182.155 0.806011 0.960213 -0.0130766 488.434 449.338 39.0965 145.179 132.147 13.0321 13.3267 0.294538 0.140462 488.434 449.338 39.0965 23.1978
0.436 0.132542 0.303458 0.132542 0.0418582 1252.21 1354.17 305.549 203.591 354.615 444.319 181.706 0.80649 0.96243 -0.0130506 489.892 450.674 39.2184 146.158 133.085 13.0727 13.3679 0.295158 0.140842 489.892 450.674 39.2184 23.2256
0.437 0.132852 0.304148 0.132852 0.041948 1254.28 1356.33 305.783 203.728 354.592 444.416 181.26 0.806965 0.964647 -0.0130247 491.352 452.012 39.3403 147.14 134.026 13.1134 13.4092 0.295778 0.141222 491.352 452.012 39.3403 23.2532
0.438 0.133162 0.304838 0.133162 0.0420379 1256.35 1358.5 306.016 203.866 354.57 444.514 180.816 0.807438 0.966864 -0.0129988 492.814 453.352 39.4623 148.124 134.97 13.1541 13.4505 0.296398 0.141602 492.814 453.352 39.4623 23.2808
0.439 0.133472 0.305528 0.133472 0.0421278 1258.43 1360.67 306.248 204.003 354.55 444.613 180.375 0.807907 0.96908 -0.0129731 494.279 454.694 39.5844 149.111 135.916 13.1948 13.4918 0.297018 0.141982 494.279 454.694 39.5844 23.3083
0.44 0.133782 0.306218 0.133782 0.0422178 1260.5 1362.84 306.481 204.141 354.531 444.714 179.937 0.808374 0.971297 -0.0129474 495.745 456.039 39.7066 150.101 136.866 13.2355 13.5331 0.297639 0.142361 495.745 456.039 39.7066 23.3356
0.441 0.134092 0.306908 0.134092 0.0423078 1262.58 1365.01 306.713 204.278 354.515 444.816 179.501 0.808838 0.973514 -0.0129219 497.214 457.385 39.8289 151.094 137.818 13.2762 13.5745 0.298259 0.142741 497.214 457.385 39.8289 23.3629
0.442 0.134402 0.307598 0.134402 0.0423979 1264.66 1367.18 306.944 204.415 354.5 444.919 179.068 0.809299 0.97573 -0.0128964 498.685 458.734 39.9513 152.089 138.772 13.317 13.6159 0.29888 0.14312 498.685 458.734 39.9513 23.3901
0.443 0.134712 0.308288 0.134712 0.042488 1266.74 1369.36 307.175 204.552 354.486 445.024 178.637 0.809758 0.977947 -0.0128711 500.159 460.085 40.0737 153.088 139.73 13.3579 13.6574 0.299501 0.143499 500.159 460.085 40.0737 23.4172
0.444 0.135022 0.308978 0.135022 0.0425782 1268.82 1371.53 307.406 204.689 354.474 445.129 178.209 0.810214 0.980164 -0.0128458 501.635 461.438 40.1963 154.089 140.69 13.3987 13.6988 0.300122 0.143878 501.635 461.438 40.1963 23.4442
0.445 0.135332 0.309668 0.135332 0.0426684 1270.9 1373.71 307.637 204.826 354.464 445.236 177.784 0.810667 0.98238 -0.0128206 503.113 462.794 40.3189 155.092 141.653 13.4396 13.7403 0.300744 0.144256 503.113 462.794 40.3189 23.4712
0.446 0.135641 0.310359 0.135641 0.0427587 1272.98 1375.89 307.867 204.963 354.456 445.344 177.361 0.811117 0.984597 -0.0127956 504.593 464.151 40.4416 156.099 142.618 13.4805 13.7818 0.301366 0.144634 504.593 464.151 40.4416 23.498
0.447 0.135951 0.311049 0.135951 0.042849 1275.07 1378.07 308.097 205.1 354.449 445.454 176.94 0.811565 0.986813 -0.0127706 506.075 465.511 40.5644 157.108 143.587 13.5214 13.8234 0.301987 0.145013 506.075 465.511 40.5644 23.5248
0.448 0.136261 0.311739 0.136261 0.0429393 1277.16 1380.25 308.326 205.237 354.443 445.564 176.522 0.81201 0.98903 -0.0127457 507.56 466.873 40.6872 158.12 144.558 13.5624 13.865 0.302609 0.145391 507.56 466.873 40.6872 23.5514
0.449 0.13657 0.31243 0.13657 0.0430297 1279.25 1382.43 308.555 205.373 354.439 445.676 176.107 0.812453 0.991247 -0.0127209 509.047 468.237 40.8102 159.135 145.532 13.6033 13.9066 0.303232 0.145768 509.047 468.237 40.8102 23.578
0.45 0.13688 0.31312 0.13688 0.0431202 1281.34 1384.61 308.784 205.51 354.436 445.789 175.694 0.812893 0.993463 -0.0126962 510.536 469.603 40.9332 160.153 146.508 13.6444 13.9482 0.303854 0.146146 510.536 469.603 40.9332 23.6045
0.451 0.137189 0.313811 0.137189 0.0432107 1283.43 1386.8 309.012 205.646 354.435 445.903 175.283 0.81333 0.99568 -0.0126716 512.028 470.972 41.0564 161.173 147.487 13.6854 13.9899 0.304476 0.146524 512.028 470.972 41.0564 23.6309
0.452 0.137499 0.314501 0.137499 0.0433012 1285.52 1388.98 309.24 205.783 354.436 446.018 174.875 0.813765 0.997896 -0.0126471 513.522 472.342 41.1796 162.196 148.469 13.7265 14.0316 0.305099 0.146901 513.522 472.342 41.1796 23.6573
0.453 0.137808 0.315192 0.137808 0.0433918 1287.62 1391.17 309.468 205.919 354.438 446.134 174.469 0.814197 1.00011 -0.0126227 515.018 473.715 41.3029 163.221 149.454 13.7676 14.0733 0.305722 0.147278 515.018 473.715 41.3029 23.6835
0.454 0.138118 0.315882 0.138118 0.0434824 1289.71 1393.35 309.695 206.055 354.441 446.251 174.065 0.814627 1.00233 -0.0125984 516.516 475.09 41.4262 164.25 150.441 13.8087 14.115 0.306345 0.147655 516.516 475.09 41.4262 23.7097
0.455 0.138427 0.316573 0.138427 0.0435731 1291.81 1395.54 309.922 206.191 354.446 446.369 173.664 0.815054 1.00455 -0.0125742 518.017 476.467 41.5497 165.281 151.431 13.8498 14.1568 0.306968 0.148032 518.017 476.467 41.5497 23.7358
0.456 0.138736 0.317264 0.138736 0.0436638 1293.91 1397.73 310.148 206.327 354.452 446.488 173.265 0.815479 1.00676 -0.01255 519.52 477.846 41.6732 166.315 152.424 13.891 14.1986 0.307592 0.148408 519.52 477.846 41.6732 23.7618
0.457 0.139045 0.317955 0.139045 0.0437545 1296.01 1399.92 310.374 206.463 354.459 446.609 172.869 0.815901 1.00898 -0.012526 521.025 479.228 41.7969 167.351 153.419 13.9322 14.2404 0.308215 0.148785 521.025 479.228 41.7969 23.7877
0.458 0.139355 0.318645 0.139355 0.0438453 1298.11 1402.11 310.6 206.599 354.468 446.73 172.474 0.816321 1.0112 -0.012502 522.532 480.612 41.9206 168.391 154.417 13.9735 14.2823 0.308839 0.149161 522.532 480.612 41.9206 23.8135
0.459 0.139664 0.319336 0.139664 0.0439362 1300.21 1404.3 310.826 206.735 354.478 446.852 172.082 0.816739 1.01341 -0.0124781 524.042 481.998 42.0444 169.433 155.418 14.0147 14.3242 0.309463 0.149537 524.042 481.998 42.0444 23.8393
0.46 0.139973 0.320027 0.139973 0.044027 1302.32 1406.5 311.051 206.871 354.49 446.975 171.692 0.817154 1.01563 -0.0124543 525.554 483.386 42.1682 170.477 156.421 14.056 14.3661 0.310087 0.149913 525.554 483.386 42.1682 23.865
0.461 0.140282 0.320718 0.140282 0.044118 1304.42 1408.69 311.276 207.006 354.503 447.1 171.304 0.817567 1.01784 -0.0124306 527.068 484.776 42.2922 171.524 157.427 14.0973 14.4081 0.310712 0.150288 527.068 484.776 42.2922 23.8906
0.462 0.140591 0.321409 0.140591 0.0442089 1306.53 1410.89 311.5 207.142 354.517 447.225 170.919 0.817978 1.02006 -0.012407 528.585 486.168 42.4162 172.574 158.436 14.1387 14.45 0.311336 0.150664 528.585 486.168 42.4162 23.9161
0.463 0.1409 0.3221 0.1409 0.0442999 1308.64 1413.08 311.724 207.277 354.532 447.351 170.535 0.818386 1.02228 -0.0123835 530.104 487.563 42.5404 173.627 159.447 14.1801 14.492 0.311961 0.151039 530.104 487.563 42.5404 23.9416
0.464 0.141209 0.322791 0.141209 0.044391 1310.75 1415.28 311.948 207.413 354.549 447.478 170.154 0.818792 1.02449 -0.0123601 531.625 488.96 42.6646 174.682 160.461 14.2215 14.5341 0.312585 0.151415 531.625 488.96 42.6646 23.967
0.465 0.141518 0.323482 0.141518 0.0444821 1312.86 1417.48 312.171 207.548 354.567 447.606 169.775 0.819196 1.02671 -0.0123367 533.148 490.359 42.7889 175.74 161.477 14.2629 14.5761 0.31321 0.15179 533.148 490.359 42.7889 23.9923
0.466 0.141827 0.324173 0.141827 0.0445732 1314.97 1419.68 312.394 207.683 354.586 447.735 169.398 0.819597 1.02893 -0.0123134 534.674 491.76 42.9133 176.801 162.497 14.3044 14.6182 0.313835 0.152165 534.674 491.76 42.9133 24.0175
0.467 0.142136 0.324864 0.142136 0.0446643 1317.08 1421.88 312.617 207.818 354.607 447.865 169.023 0.819996 1.03114 -0.0122903 536.201 493.164 43.0377 177.864 163.519 14.3458 14.6603 0.314461 0.152539 536.201 493.164 43.0377 24.0426
0.468 0.142444 0.325556 0.142444 0.0447555 1319.19 1424.08 312.84 207.953 354.628 447.996 168.651 0.820393 1.03336 -0.0122672 537.732 494.569 43.1622 178.93 164.543 14.3874 14.7024 0.315086 0.152914 537.732 494.569 43.1622 24.0677
0.469 0.142753 0.326247 0.142753 0.0448468 1321.31 1426.28 313.062 208.088 354.651 448.128 168.28 0.820788 1.03558 -0.0122442 539.264 495.977 43.2869 179.999 165.57 14.4289 14.7446 0.315712 0.153288 539.264 495.977 43.2869 24.0927
0.47 0.143062 0.326938 0.143062 0.0449381 1323.42 1428.48 313.283 208.223 354.675 448.26 167.911 0.821181 1.03779 -0.0122212 540.799 497.387 43.4116 181.07 166.6 14.4705 14.7868 0.316337 0.153663 540.799 497.387 43.4116 24.1177
0.471 0.143371 0.327629 0.143371 0.0450294 1325.54 1430.69 313.505 208.358 354.7 448.393 167.544 0.821571 1.04001 -0.0121984 542.336 498.8 43.5364 182.144 167.632 14.5121 14.829 0.316963 0.154037 542.336 498.8 43.5364 24.1425
0.472 0.143679 0.328321 0.143679 0.0451207 1327.66 1432.89 313.726 208.492 354.727 448.527 167.18 0.82196 1.04223 -0.0121756 543.875 500.214 43.6612 183.221 168.667 14.5537 14.8713 0.317589 0.154411 543.875 500.214 43.6612 24.1673
0.473 0.143988 0.329012 0.143988 0.0452121 1329.78 1435.1 313.947 208.627 354.754 448.662 166.817 0.822346 1.04444 -0.0121529 545.417 501.631 43.7862 184.3 169.705 14.5953 14.9136 0.318216 0.154784 545.417 501.631 43.7862 24.192
0.474 0.144296 0.329704 0.144296 0.0453036 1331.9 1437.31 314.167 208.761 354.783 448.798 166.456 0.82273 1.04666 -0.0121303 546.961 503.05 43.9112 185.382 170.745 14.637 14.9559 0.318842 0.155158 546.961 503.05 43.9112 24.2167
0.475 0.144605 0.330395 0.144605 0.045395 1334.02 1439.51 314.387 208.896 354.812 448.935 166.098 0.823112 1.04887 -0.0121078 548.507 504.471 44.0363 186.466 171.787 14.6787 14.9982 0.319468 0.155532 548.507 504.471 44.0363 24.2412
0.476 0.144913 0.331087 0.144913 0.0454866 1336.14 1441.72 314.607 209.03 354.843 449.072 165.741 0.823492 1.05109 -0.0120854 550.055 505.894 44.1615 187.553 172.833 14.7205 15.0405 0.320095 0.155905 550.055 505.894 44.1615 24.2657
0.477 0.145222 0.331778 0.145222 0.0455781 1338.27 1443.93 314.826 209.164 354.875 449.21 165.386 0.82387 1.05331 -0.012063 551.606 507.319 44.2868 188.643 173.881 14.7622 15.0829 0.320722 0.156278 551.606 507.319 44.2868 24.2902
0.478 0.14553 0.33247 0.14553 0.0456697 1340.39 1446.14 315.046 209.298 354.908 449.349 165.033 0.824246 1.05552 -0.0120407 553.159 508.747 44.4122 189.735 174.931 14.804 15.1253 0.321349 0.156651 553.159 508.747 44.4122 24.3145
0.479 0.145839 0.333161 0.145839 0.0457613 1342.52 1448.35 315.264 209.432 354.942 449.489 164.682 0.82462 1.05774 -0.0120185 554.714 510.177 44.5376 190.83 175.984 14.8458 15.1678 0.321976 0.157024 554.714 510.177 44.5376 24.3388
0.48 0.146147 0.333853 0.146147 0.0458529 1344.64 1450.56 315.483 209.566 354.977 449.63 164.333 0.824992 1.05996 -0.0119964 556.272 511.609 44.6631 191.928 177.04 14.8877 15.2103 0.322603 0.157397 556.272 511.609 44.6631 24.3631
0.481 0.146455 0.334545 0.146455 0.0459446 1346.77 1452.77 315.701 209.7 355.013 449.771 163.986 0.825361 1.06217 -0.0119744 557.832 513.043 44.7887 193.028 178.098 14.9295 15.2528 0.323231 0.157769 557.832 513.043 44.7887 24.3872
0.482 0.146764 0.335236 0.146764 0.0460364 1348.9 1454.98 315.919 209.833 355.05 449.913 163.64 0.825729 1.06439 -0.0119524 559.394 514.48 44.9144 194.131 179.159 14.9714 15.2953 0.323858 0.158142 559.394 514.48 44.9144 24.4113
0.483 0.147072 0.335928 0.147072 0.0461281 1351.03 1457.2 316.137 209.967 355.089 450.055 163.297 0.826095 1.0666 -0.0119305 560.959 515.918 45.0402 195.236 180.223 15.0133 15.3378 0.324486 0.158514 560.959 515.918 45.0402 24.4353
0.484 0.14738 0.33662 0.14738 0.0462199 1353.16 1459.41 316.354 210.1 355.128 450.199 162.955 0.826459 1.06882 -0.0119087 562.525 517.359 45.166 196.344 181.289 15.0553 15.3804 0.325114 0.158886 562.525 517.359 45.166 24.4593
0.485 0.147688 0.337312 0.147688 0.0463117 1355.29 1461.63 316.571 210.234 355.168 450.343 162.615 0.826821 1.07104 -0.011887 564.094 518.802 45.292 197.454 182.357 15.0973 15.423 0.325742 0.159258 564.094 518.802 45.292 24.4832
0.486 0.147996 0.338004 0.147996 0.0464036 1357.42 1463.84 316.787 210.367 355.209 450.487 162.277 0.827182 1.07325 -0.0118653 565.666 520.248 45.418 198.568 183.428 15.1393 15.4656 0.32637 0.15963 565.666 520.248 45.418 24.507
0.487 0.148305 0.338695 0.148305 0.0464955 1359.56 1466.06 317.004 210.5 355.251 450.633 161.94 0.82754 1.07547 -0.0118438 567.239 521.695 45.5441 199.683 184.502 15.1813 15.5083 0.326998 0.160002 567.239 521.695 45.5441 24.5308
0.488 0.148613 0.339387 0.148613 0.0465874 1361.69 1468.28 317.22 210.633 355.294 450.779 161.605 0.827896 1.07769 -0.0118223 568.815 523.145 45.6702 200.802 185.578 15.2234 15.551 0.327626 0.160374 568.815 523.145 45.6702 24.5545
0.489 0.148921 0.340079 0.148921 0.0466794 1363.82 1470.49 317.435 210.766 355.338 450.926 161.273 0.828251 1.0799 -0.0118009 570.394 524.597 45.7965 201.922 186.657 15.2654 15.5937 0.328255 0.160745 570.394 524.597 45.7965 24.5781
0.49 0.149229 0.340771 0.149229 0.0467714 1365.96 1472.71 317.651 210.899 355.383 451.073 160.941 0.828603 1.08212 -0.0117795 571.974 526.051 45.9228 203.046 187.738 15.3075 15.6364 0.328883 0.161117 571.974 526.051 45.9228 24.6017
0.491 0.149537 0.341463 0.149537 0.0468634 1368.1 1474.93 317.866 211.032 355.429 451.221 160.612 0.828954 1.08433 -0.0117582 573.557 527.508 46.0492 204.172 188.822 15.3497 15.6792 0.329512 0.161488 573.557 527.508 46.0492 24.6252
0.492 0.149845 0.342155 0.149845 0.0469555 1370.24 1477.15 318.08 211.165 355.475 451.37 160.284 0.829303 1.08655 -0.011737 575.142 528.966 46.1757 205.3 189.909 15.3918 15.722 0.330141 0.161859 575.142 528.966 46.1757 24.6487
0.493 0.150152 0.342848 0.150152 0.0470476 1372.37 1479.37 318.295 211.298 355.523 451.519 159.958 0.829651 1.08877 -0.0117159 576.729 530.427 46.3023 206.432 190.998 15.434 15.7648 0.33077 0.16223 576.729 530.427 46.3023 24.672
0.494 0.15046 0.34354 0.15046 0.0471397 1374.51 1481.59 318.509 211.43 355.571 451.669 159.634 0.829996 1.09098 -0.0116949 578.319 531.89 46.4289 207.565 192.089 15.4763 15.8077 0.331399 0.162601 578.319 531.89 46.4289 24.6954
0.495 0.150768 0.344232 0.150768 0.0472319 1376.65 1483.81 318.723 211.562 355.621 451.82 159.311 0.83034 1.0932 -0.0116739 579.911 533.355 46.5557 208.702 193.183 15.5185 15.8505 0.332029 0.162971 579.911 533.355 46.5557 24.7186
0.496 0.151076 0.344924 0.151076 0.0473241 1378.79 1486.04 318.936 211.695 355.671 451.971 158.99 0.830682 1.09541 -0.011653 581.505 534.823 46.6825 209.84 194.28 15.5608 15.8934 0.332658 0.163342 581.505 534.823 46.6825 24.7418
0.497 0.151384 0.345616 0.151384 0.0474163 1380.94 1488.26 319.15 211.827 355.722 452.122 158.67 0.831022 1.09763 -0.0116321 583.102 536.293 46.8094 210.982 195.379 15.6031 15.9364 0.333288 0.163712 583.102 536.293 46.8094 24.765
0.498 0.151691 0.346309 0.151691 0.0475085 1383.08 1490.48 319.363 211.959 355.774 452.275 158.352 0.831361 1.09985 -0.0116114 584.701 537.765 46.9364 212.126 196.48 15.6454 15.9793 0.333917 0.164083 584.701 537.765 46.9364 24.788
0.499 0.151999 0.347001 0.151999 0.0476008 1385.22 1492.71 319.575 212.091 355.827 452.428 158.036 0.831697 1.10206 -0.0115907 586.302 539.239 47.0634 213.272 197.585 15.6877 16.0223 0.334547 0.164453 586.302 539.239 47.0634 24.8111
0.5 0.152307 0.347693 0.152307 0.0476931 1387.37 1494.93 319.788 212.223 355.881 452.581 157.722 0.832032 1.10428 -0.0115701 587.906 540.715 47.1905 214.421 198.691 15.7301 16.0653 0.335177 0.164823 587.906 540.715 47.1905 24.834
0.501 0.152615 0.348385 0.152615 0.0477855 1389.51 1497.16 320 212.355 355.935 452.735 157.409 0.832366 1.10649 -0.0115495 589.512 542.194 47.3178 215.573 199.8 15.7725 16.1083 0.335807 0.165193 589.512 542.194 47.3178 24.8569
0.502 0.152922 0.349078 0.152922 0.0478779 1391.66 1499.38 320.212 212.487 355.99 452.89 157.097 0.832697 1.10871 -0.011529 591.12 543.675 47.445 216.727 200.912 15.815 16.1514 0.336437 0.165563 591.12 543.675 47.445 24.8797
0.503 0.15323 0.34977 0.15323 0.0479703 1393.8 1501.61 320.423 212.618 356.046 453.045 156.787 0.833027 1.11093 -0.0115086 592.73 545.158 47.5724 217.884 202.026 15.8574 16.1945 0.337067 0.165933 592.73 545.158 47.5724 24.9025
0.504 0.153537 0.350463 0.153537 0.0480627 1395.95 1503.84 320.634 212.75 356.103 453.2 156.479 0.833356 1.11314 -0.0114883 594.343 546.643 47.6999 219.043 203.143 15.8999 16.2376 0.337698 0.166302 594.343 546.643 47.6999 24.9253
0.505 0.153845 0.351155 0.153845 0.0481552 1398.1 1506.06 320.845 212.881 356.161 453.356 156.172 0.833682 1.11536 -0.011468 595.958 548.13 47.8274 220.205 204.262 15.9424 16.2807 0.338328 0.166672 595.958 548.13 47.8274 24.9479
0.506 0.154152 0.351848 0.154152 0.0482477 1400.25 1508.29 321.056 213.012 356.219 453.513 155.867 0.834008 1.11757 -0.0114478 597.575 549.62 47.955 221.369 205.384 15.9849 16.3239 0.338959 0.167041 597.575 549.62 47.955 24.9705
0.507 0.15446 0.35254 0.15446 0.0483402 1402.4 1510.52 321.266 213.144 356.278 453.67 155.563 0.834331 1.11979 -0.0114277 599.195 551.112 48.0827 222.536 206.508 16.0275 16.3671 0.33959 0.16741 599.195 551.112 48.0827 24.9931
0.508 0.154767 0.353233 0.154767 0.0484327 1404.55 1512.75 321.476 213.275 356.338 453.828 155.261 0.834653 1.12201 -0.0114077 600.817 552.606 48.2105 223.705 207.635 16.0701 16.4103 0.340221 0.167779 600.817 552.606 48.2105 25.0156
0.509 0.155075 0.353925 0.155075 0.0485253 1406.7 1514.98 321.686 213.406 356.399 453.986 154.96 0.834973 1.12422 -0.0113877 602.441 554.103 48.3383 224.877 208.764 16.1127 16.4536 0.340852 0.168148 602.441 554.103 48.3383 25.038
