dens densu densd denss dense densm xmu xmd xms muu mud mus mue mun nuu nud nus E Eq El P Pq Pl
0.0156445 0.0156463 0.0312872 0 1.82059e-06 0 302.738 299.862 504.494 320.714 328.186 328.186 7.47163 977.086 320.714 328.186 328.186 15.0783 15.0783 1.02256e-05 0.207754 0.207751 3.37709e-06
0.015724 0.0157258 0.0314462 0 1.83606e-06 0 302.691 299.801 504.476 320.729 328.222 328.222 7.49264 977.173 320.729 328.222 328.222 15.156 15.1559 1.03414e-05 0.209119 0.209116 3.4155e-06
0.0158035 0.0158054 0.0316051 0 1.85158e-06 0 302.644 299.74 504.457 320.744 328.258 328.258 7.51359 977.26 320.744 328.258 328.258 15.2336 15.2336 1.04579e-05 0.210485 0.210481 3.45414e-06
0.015883 0.0158849 0.0317641 0 1.86715e-06 0 302.597 299.679 504.439 320.759 328.293 328.293 7.5345 977.346 320.759 328.293 328.293 15.3113 15.3113 1.0575e-05 0.211851 0.211847 3.49301e-06
0.0159625 0.0159644 0.0319231 0 1.88277e-06 0 302.55 299.618 504.421 320.774 328.329 328.329 7.55535 977.432 320.774 328.329 328.329 15.389 15.389 1.06929e-05 0.213218 0.213215 3.53211e-06
0.016042 0.0160439 0.0320821 0 1.89843e-06 0 302.504 299.557 504.403 320.788 328.364 328.364 7.57615 977.517 320.788 328.364 328.364 15.4667 15.4667 1.08114e-05 0.214586 0.214582 3.57144e-06
0.0161215 0.0161234 0.0322411 0 1.91415e-06 0 302.457 299.496 504.385 320.803 328.4 328.4 7.59691 977.602 320.803 328.4 328.4 15.5445 15.5445 1.09306e-05 0.215955 0.215951 3.61101e-06
0.016201 0.0162029 0.0324001 0 1.92992e-06 0 302.41 299.435 504.367 320.817 328.435 328.435 7.61762 977.687 320.817 328.435 328.435 15.6222 15.6222 1.10506e-05 0.217324 0.21732 3.6508e-06
0.0162805 0.0162824 0.0325591 0 1.94573e-06 0 302.363 299.374 504.349 320.832 328.47 328.47 7.63827 977.772 320.832 328.47 328.47 15.6999 15.6999 1.11712e-05 0.218694 0.218691 3.69083e-06
0.01636 0.016362 0.032718 0 1.9616e-06 0 302.316 299.313 504.331 320.846 328.505 328.505 7.65888 977.856 320.846 328.505 328.505 15.7777 15.7776 1.12925e-05 0.220065 0.220061 3.7311e-06
